,cik,company
1306,832768,MORNINGSTAR GROUP INC
1307,832769,HOME PORT BANCORP INC
1308,832812,KINDERCARE LEARNING CENTERS INC /DE
1309,832815,SYBRON CHEMICALS INC
1310,832922,DRUG EMPORIUM INC
1311,832989,LIFE USA HOLDING INC /MN/
1312,832995,MUSICLAND STORES CORP
1313,833053,FIBREBOARD CORP /DE
1314,833088,TIS MORTGAGE INVESTMENT CO
1315,833795,HOMEFED CORP
1316,834071,TOYOTA MOTOR CREDIT CORP
1317,834285,REPUBLIC FIRST BANCORP INC
1318,834408,BROOKE CORP
1319,835015,DEKALB GENETICS CORP
1320,835344,COMAIR HOLDINGS INC
1321,835345,COLLECTIVE BANCORP INC
1322,835544,TRUMP TAJ MAHAL FUNDING INC
1323,835715,KU ENERGY CORP
1324,835729,BMC SOFTWARE INC
1325,835910,AMERICAN POWER CONVERSION CORPORATION
1326,835928,AP HOLDINGS INC
1327,836243,ALCOA INTERNATIONAL HOLDINGS CO
1328,836400,DR PEPPER SEVEN UP COMPANIES INC /DE/
1329,836616,PREMIER BANCSHARES INC /GA
1330,836819,FFO FINANCIAL GROUP INC
1331,836974,MONTGOMERY WARD HOLDING CORP
1332,837010,VOYA RETIREMENT INSURANCE & ANNUITY CO
1333,837173,"WALTER ENERGY, INC."
1334,837290,KEY PRODUCTION CO INC
1335,837465,CALLAWAY GOLF CO
1336,838448,FF HOLDINGS CORP
1337,839484,JORDAN INDUSTRIES INC
1338,839759,ALLSTATE LIFE INSURANCE CO OF NEW YORK
1339,840068,RCSB FINANCIAL INC
1340,840251,SANTA FE PACIFIC PIPELINE PARTNERS LP
1341,840260,LIVE ENTERTAINMENT INC
1342,840826,DAKA INTERNATIONAL INC
1343,840889,DORAL FINANCIAL CORP
1344,841074,COAST SAVINGS FINANCIAL INC
1345,841466,CATALYTICA INC
1346,841528,RELIASTAR FINANCIAL CORP
1347,841909,DIME FINANCIAL CORP /CT/
1348,842461,SIGNAL CAPITAL HOLDINGS CORP
1349,842517,ISABELLA BANK CORP
1350,842518,EVANS BANCORP INC
1351,842694,"WUHAN GENERAL GROUP (CHINA), INC"
1352,842717,"BLUE RIDGE BANKSHARES, INC."
1353,842718,TREMONT CORPORATION
1354,842815,POOL ENERGY SERVICES CO
1355,842913,KASH N KARRY FOOD STORES INC
1356,842915,SKYTEL COMMUNICATIONS INC
1357,844143,CENTRIC BRANDS INC.
1358,844162,NORTHBAY FINANCIAL CORP
1359,844643,NETWORK GENERAL CORPORATION
1360,844843,GEOTEK COMMUNICATIONS INC
1361,845091,TRANSAMERICA ADVISORS LIFE INSURANCE CO
1362,845806,G I HOLDINGS INC
1363,846378,MFN FINANCIAL CORP
1364,846609,ONBANCORP INC
1365,846657,ELJER INDUSTRIES INC
1366,846660,SCOTSMAN INDUSTRIES INC
1367,846723,SPECIALTY RETAILERS INC /DE/
1368,846729,AMERICAN FREIGHTWAYS CORP
1369,846753,IROQUOIS BANCORP INC
1370,846768,FIRST HARRISBURG BANCOR INC
1371,846801,PEOPLES SAVINGS FINANCIAL CORP /CT/
1372,846814,FIRST FEDERAL FINANCIAL SERVICES CORP
1373,846869,FIRST CITIZENS FINANCIAL CORP
1374,846902,CARLISLE PLASTICS INC
1375,846917,HAVERFIELD CORP
1376,846919,ESSEX INTERNATIONAL INC /
1377,846979,REGENT BANCSHARES CORP
1378,847260,VIRGINIA BEACH FEDERAL FINANCIAL CORP
1379,849210,YANKEE ENERGY SYSTEM INC
1380,849399,NORTONLIFELOCK INC.
1381,850143,CRI LIQUIDATING REIT INC
1382,850261,"SORRENTO THERAPEUTICS, INC."
1383,850309,SMITHS FOOD & DRUG CENTERS INC
1384,850316,HOMEBASE INC
1385,850422,HYSTER YALE MATERIALS HANDLING INC
1386,850436,MEDICAL MANAGER CORP/NEW/
1387,850606,COMMUNITY FINANCIAL CORP /VA/
1388,850660,THERMADYNE HOLDINGS CORP /DE
1389,850882,VIVRA INC
1390,851588,GIDDINGS & LEWIS INC /WI/
1391,851635,CENTRAL JERSEY FINANCIAL CORP
1392,851945,OGDEN PROJECTS INC
1393,852203,CB RICHARD ELLIS SERVICES INC
1394,853020,MARYLAND FEDERAL BANCORP INC
1395,853022,ROBERTS PHARMACEUTICAL CORP
1396,853102,DAY RUNNER INC
1397,853461,PINNACLE FINANCIAL SERVICES INC
1398,853532,TRANSIT GROUP INC
1399,853547,AMTROL INC /RI/
1400,853665,APPLEBEES INTERNATIONAL INC
1401,853890,KANEB PIPE LINE PARTNERS L P
1402,853927,AMERICAN MEDIA OPERATIONS INC
1403,853971,STANDARD MANAGEMENT CORP
1404,854399,PREMIER COMMUNITY BANKSHARES INC
1405,854460,INTERLAND INC /MN/
1406,854599,GENERAL CHEMICAL CORP /DE/
1407,854709,DAYTON SUPERIOR CORP
1408,854859,DOMINION BRIDGE CORP
1409,855106,SCHERER R P CORP /DE/
1410,855109,EXABYTE CORP /DE/
1411,855667,"NEENAH ENTERPRISES, INC."
1412,856200,KAISER GROUP INTERNATIONAL INC
1413,856529,BERLITZ INTERNATIONAL INC
1414,856710,ACG HOLDINGS INC
1415,857450,BANKERS CORP
1416,857499,SLADES FERRY BANCORP
1417,857559,PULSE BANCORP INC
1418,857571,AEP GENERATING CO /OH/
1419,857667,HOMECORP INC
1420,857668,TELEX COMMUNICATIONS INC
1421,857775,FORD HOLDINGS INC
1422,857847,WORLDPORT COMMUNICATIONS INC
1423,858470,CABOT OIL & GAS CORP
1424,858558,READERS DIGEST ASSOCIATION INC
1425,858660,MAXXIM MEDICAL INC
1426,859119,ILLINOIS CENTRAL CORP
1427,859303,VIKING OFFICE PRODUCTS INC
1428,859368,MEDICIS PHARMACEUTICAL CORP
1429,859493,FOUNDATION HEALTH CORPORATION
1430,860194,RIVAL CO
1431,860420,APS HOLDING CORPORATION
1432,860520,CIPSCO INC
1433,860521,MARINE DRILLING COMPANIES INC
1434,860713,SNYDER OIL CORP
1435,861439,AMERICAN MEDICAL HOLDINGS INC
1436,861461,CENTURA BANKS INC
1437,861499,JSB FINANCIAL INC
1438,861884,RELIANCE STEEL & ALUMINUM CO
1439,861997,GLENWAY FINANCIAL CORP
1440,862022,HUGOTON ROYALTY TRUST
1441,862077,VIRGINIA COMMONWEALTH FINANCIAL CORP
1442,862480,K SWISS INC
1443,862695,VECTRA BANKING CORP
1444,863370,SHO ME FINANCIAL CORP
1445,863445,BANNER AEROSPACE INC
1446,863456,WET SEAL INC
1447,863517,NORTHEAST FEDERAL CORP
1448,863557,SWIFT TRANSPORTATION CO INC
1449,863881,ACORDIA INC /DE/
1450,864233,O CHARLEYS INC
1451,864264,CYRK INC
1452,864760,PAMIDA HOLDINGS CORP/DE/
1453,864960,THERMO ECOTEK CORP
1454,864968,VENTURE STORES INC
1455,865120,REGENCY HEALTH SERVICES INC
1456,865439,HALLWOOD REALTY PARTNERS L P
1457,865754,SAUER DANFOSS INC
1458,865941,CELADON GROUP INC
1459,866054,COMMERCIAL NATIONAL FINANCIAL CORP /PA
1460,866282,DESTEC ENERGY INC
1461,866609,ION GEOPHYSICAL CORP
1462,867098,PHYSICIANS HEALTH SERVICES INC
1463,867105,CYRIX CORP
1464,867665,ABRAXAS PETROLEUM CORP
1465,868263,VISTA EYECARE INC
1466,868453,ASPEN BANCSHARES INC
1467,868512,SUN-TIMES MEDIA GROUP INC
1468,868568,MAGNA BANCORP INC
1469,868575,E Z SERVE CORPORATION
1470,868576,TPC CORP
1471,868635,ROBERTSON CECO CORP
1472,868725,"RENTECH, INC."
1473,868755,ITEQ INC
1474,868797,WINSTAR COMMUNICATIONS INC
1475,869295,HS RESOURCES INC
1476,869446,BERKSHIRE REALTY CO INC /DE
1477,870213,BURLINGTON INDUSTRIES INC /DE/
1478,870387,SF SERVICES INC
1479,870480,INSIGNIA FINANCIAL GROUP INC
1480,870763,BDM INTERNATIONAL INC /DE
1481,870826,VALUEVISION MEDIA INC
1482,870992,FIRST FINANCIAL CORP OF WESTERN MARYLAND
1483,871891,CARR GOTTSTEIN FOODS CO
1484,872248,PETROQUEST ENERGY INC
1485,872441,CITFED BANCORP INC
1486,872653,VALUE HEALTH INC / CT
1487,873209,IMAGYN MEDICAL TECHNOLOGIES INC
1488,873398,MERIT HOLDING CORP /GA
1489,873459,CENFED FINANCIAL CORP
1490,873482,DURACELL INTERNATIONAL INC
1491,873730,SOFAMOR DANEK GROUP INC
1492,874213,WISCONSIN CENTRAL TRANSPORTATION CORP
1493,874238,STERLING CONSTRUCTION CO INC
1494,874495,JEFFERSONVILLE BANCORP
1495,874534,OUTDOOR SYSTEMS INC
1496,874690,SUN TELEVISION & APPLIANCES INC
1497,874808,MARVEL ENTERTAINMENT GROUP INC
1498,874841,PACIFIC SUNWEAR OF CALIFORNIA INC
1499,874865,COR THERAPEUTICS INC / DE
1500,875090,HOME HOLDINGS INC
1501,875192,SUMMIT CARE CORP
1502,875316,THERMOTREX CORP
1503,875404,FILENES BASEMENT CORP
1504,875986,FRANKLIN BANCORPORATION INC
1505,876297,MONEY STORE INC /NJ
1506,876516,BAY NETWORKS INC
1507,877326,RAILTEX INC
1508,877645,TECHNOLOGY SOLUTIONS COMPANY
1509,877834,CENIT BANCORP INC
1510,878031,PRICE REIT INC
1511,878079,BON TON STORES INC
1512,878130,CORPORATE EXPRESS INC
1513,878324,PAGING NETWORK INC
1514,878482,GOTHIC ENERGY CORP
1515,878549,DAMES & MOORE GROUP
1516,878556,PER SE TECHNOLOGIES INC
1517,878594,HYPERION SOFTWARE CORP
1518,878660,INTEGON CORP /DE/
1519,878726,TUESDAY MORNING CORP/DE
1520,879102,GRANCARE INC
1521,879116,INDEPENDENT FINANCIAL NETWORK
1522,879123,GOODYS FAMILY CLOTHING INC /TN
1523,879136,SHIVA CORP
1524,879235,AUTOCAM CORP/MI
1525,879558,MASON DIXON BANCSHARES INC/MD
1526,879575,TERRA NITROGEN CO L P /DE
1527,879688,UNITED WASTE SYSTEMS INC
1528,879970,VITALINK PHARMACY SERVICES INC
1529,879986,ARGUSS COMMUNICATIONS INC
1530,880036,HOCKEY CO
1531,880059,EDUCATION MANAGEMENT CORPORATION
1532,880116,SOUTHEASTERN BANK FINANCIAL CORP
1533,880117,SANFILIPPO JOHN B & SON INC
1534,880120,GENERAL NUTRITION COMPANIES INC
1535,880174,SCIENTIFIC GAMES HOLDINGS CORP
1536,880323,COMPUSA INC
1537,880417,CSB BANCORP INC /OH
1538,880460,"PERFUMANIA HOLDINGS, INC."
1539,880555,AMERICAN MEDIA INC
1540,880631,"WISDOMTREE INVESTMENTS, INC."
1541,880641,EAGLE FINANCIAL SERVICES INC
1542,880765,DECRANE AIRCRAFT HOLDINGS INC
1543,881397,SUBURBFED FINANCIAL CORP
1544,881400,PHYCOR INC /TN/
1545,881524,VIVUS INC
1546,881655,AMERICAN DISPOSAL SERVICES INC
1547,881889,ENHANCE FINANCIAL SERVICES GROUP INC
1548,881892,ADVANTAGE BANCORP INC
1549,882098,DURA PHARMACEUTICALS INC
1550,882184,HORTON D R INC /DE/
1551,882261,NORTH AMERICAN MORTGAGE CO
1552,882287,MARINER HEALTH CARE INC
1553,882293,ALBANK FINANCIAL CORP
1554,882389,INTEGRATED PROCESS EQUIPMENT CORP
1555,882741,SPS TRANSACTION SERVICES INC
1556,882829,STATER BROS HOLDINGS INC
1557,882859,MAHONING NATIONAL BANCORP INC
1558,883172,FIRST USA INC
1559,883324,DAMARK INTERNATIONAL INC
1560,883327,SIGNATURE BRANDS USA INC
1561,883502,UMBRELLA BANCORP INC
1562,883683,EAGLE HARDWARE & GARDEN INC/WA/
1563,883705,SCHULER RESIDENTIAL INC
1564,883905,XIRCOM INC
1565,883943,CHRISTOPHER & BANKS CORP
1566,883981,MORTONS RESTAURANT GROUP INC
1567,884063,BELL SPORTS CORP
1568,884129,PLASTIC CONTAINERS INC
1569,884217,TAILORED BRANDS INC
1570,884383,MERCHANTS NEW YORK BANCORP INC
1571,884506,INTERNATIONAL FAMILY ENTERTAINMENT INC
1572,884713,COTT CORP /CN/
1573,884782,SLIPPERY ROCK FINANCIAL CORP
1574,884887,ROYAL CARIBBEAN CRUISES LTD
1575,884892,TERRA NOVA FINANCIAL GROUP INC
1576,884940,STEIN MART INC
1577,884999,DYERSBURG CORP
1578,885066,ALLIANCE ENTERTAINMENT CORP
1579,885273,BHC FINANCIAL INC
1580,885413,WESTCO BANCORP INC
1581,885531,DENMARK BANCSHARES INC
1582,885568,OLD DOMINION ELECTRIC COOPERATIVE
1583,885576,TRIANGLE BANCORP INC
1584,885637,OSB FINANCIAL CORP
1585,885639,KOHLS CORP
1586,885722,MIDWEST FEDERAL FINANCIAL CORP
1587,885942,SOUTHWEST BANCSHARES INC /NEW/
1588,885975,CINEMARK USA INC /TX
1589,885978,U S PHYSICAL THERAPY INC /NV
1590,886142,SPACELABS MEDICAL INC
1591,886158,BED BATH & BEYOND INC
1592,886171,UNIVERSAL HOSPITAL SERVICES INC
1593,886835,SUPERIOR ENERGY SERVICES INC
1594,886941,LIFE PARTNERS GROUP INC
1595,886948,WINTHROP RESOURCES CORP
1596,887124,NINE WEST GROUP INC /DE
1597,887149,CROGHAN BANCSHARES INC
1598,887202,MSB BANCORP INC /DE
1599,887207,ULTRAMAR DIAMOND SHAMROCK CORP
1600,887309,CONTROL DATA SYSTEMS INC
1601,887403,DAISYTEK INTERNATIONAL CORPORATION /DE/
1602,887429,ALLIED CAPITAL COMMERCIAL CORP
1603,887497,HI TECH PHARMACAL CO INC
1604,887538,AUTHENTIC FITNESS CORP
1605,887763,CASCADE COMMUNICATIONS CORP
1606,887921,REVLON INC /DE/
1607,887941,GLOBAL INDUSTRIAL TECHNOLOGIES INC
1608,887983,SOUTH WEST PROPERTY TRUST INC
1609,888184,CARDINAL BANCSHARES INC
1610,888228,KINDER MORGAN ENERGY PARTNERS L P
1611,888632,EMERALD FINANCIAL CORP
1612,888676,MAFCO CONSOLIDATED GROUP INC
1613,888747,HILFIGER TOMMY CORP
1614,888793,FIDELITY NATIONAL INFORMATION SOLUTIONS INC
1615,888918,CARBIDE GRAPHITE GROUP INC /DE/
1616,889085,INTERNATIONAL NETWORK SERVICES
1617,889156,ALLBRITTON COMMUNICATIONS CO
1618,889409,DISCOUNT AUTO PARTS INC
1619,889427,KRANZCO REALTY TRUST
1620,889429,PARAGON TRADE BRANDS INC
1621,889570,UNITED ARTISTS THEATRE CIRCUIT INC /MD/
1622,889885,GULF SOUTH MEDICAL SUPPLY INC
1623,889900,PATTERSON UTI ENERGY INC
1624,889906,CAPMAC HOLDINGS INC
1625,890080,FOAMEX L P
1626,890093,JUMBOSPORTS INC
1627,890175,CONSECO FINANCE CORP
1628,890326,UDC HOMES INC
1629,890445,LIFE RE CORP
1630,890449,SOUTHWESTERN LIFE HOLDINGS INC
1631,890547,REVLON CONSUMER PRODUCTS CORP
1632,890568,PLD TELEKOM INC
1633,890647,DEEPTECH INTERNATIONAL INC
1634,890925,MULTICARE COMPANIES INC
1635,891104,HFS INC
1636,891105,CASINO MAGIC CORP
1637,891289,ALLMERICA PROPERTY & CASUALTY COMPANIES INC
1638,891377,LONDON PACIFIC GROUP LTD
1639,891525,CB BANCORP INC
1640,891552,BOOMTOWN INC
1641,891919,BOOKS A MILLION INC
1642,892157,HFB FINANCIAL CORP
1643,892179,FALCON DRILLING CO INC
1644,892291,WELLSFORD RESIDENTIAL PROPERTY TRUST
1645,892449,VENTURE FINANCIAL GROUP INC
1646,892535,THORNBURG MORTGAGE INC
1647,892604,WORLDTEX INC
1648,892793,GRAPHIC PACKAGING INTERNATIONAL CORP
1649,892872,MICRO WAREHOUSE INC
1650,892986,WARREN RESOURCES INC
1651,893046,RENT WAY INC
1652,893235,OHSL FINANCIAL CORP
1653,893657,TIME WARNER ENTERTAINMENT CO L P
1654,893690,PHILLIPS GAS CO
1655,893817,RESOURCE BANCSHARES MORTGAGE GROUP INC
1656,893949,"MEDNAX, INC."
1657,894010,DANKA BUSINESS SYSTEMS PLC
1658,894267,COWLITZ BANCORPORATION
1659,894972,AMFM INC
1660,895040,GULFTERRA ENERGY PARTNERS L P
1661,895401,FFW CORP
1662,895419,"CREE, INC."
1663,895420,FIRST SHENANGO BANCORP INC
1664,895421,DEAN WITTER DISCOVER & CO
1665,895462,CAMBRIDGE TECHNOLOGY PARTNERS MASSACHUSETTS INC
1666,895469,CITIZENS CORP /DE/
1667,895470,JEFFERSON SAVINGS BANCORP INC
1668,895516,"SPECTRUM GROUP INTERNATIONAL, INC."
1669,895517,MOLTEN METAL TECHNOLOGY INC /DE/
1670,895541,DEARBORN BANCORP INC /MI/
1671,895642,ENER1 INC
1672,895688,UNION BANKSHARES LTD
1673,895726,US CAN CORP
1674,896265,PILLOWTEX CORP
1675,896267,ENVIROTEST SYSTEMS CORP /DE/
1676,896400,"MULTIMEDIA GAMES HOLDING COMPANY, INC."
1677,896766,FORT BEND HOLDING CORP
1678,896842,ORCHARD SUPPLY HARDWARE STORES CORP
1679,896985,MOTHERS WORK INC
1680,897430,TIG HOLDINGS INC
1681,897599,MARTIN MARIETTA CORP /MD/
1682,897729,TRUMP ATLANTIC CITY ASSOCIATES
1683,897732,CONRAIL INC
1684,897861,FIRST STATE BANCORPORATION
1685,897941,ST FRANCIS CAPITAL CORP
1686,897999,MBLA FINANCIAL CORP
1687,898037,DIMECO INC
1688,898171,UWHARRIE CAPITAL CORP
1689,898173,O REILLY AUTOMOTIVE INC
1690,898438,BLANCH E W HOLDINGS INC
1691,898444,PREMCOR USA INC
1692,898447,TR FINANCIAL CORP
1693,898612,ZURICH REINSURANCE CENTRE HOLDINGS INC
1694,898684,FINLAY FINE JEWELRY CORP
1695,898757,FFY FINANCIAL CORP
1696,898805,ADVANCED FIBRE COMMUNICATIONS INC
1697,899042,DIALOGIC CORP
1698,899045,LAMAR MEDIA CORP/DE
1699,899047,DII GROUP INC
1700,899162,TRINET CORPORATE REALTY TRUST INC
1701,899163,PRESTIGE FINANCIAL CORP
1702,899169,RENAL TREATMENT CENTERS INC /DE/
1703,899394,"HARBOR DIVERSIFIED, INC."
1704,899714,UNILAB CORP /DE/
1705,899715,"TANGER FACTORY OUTLET CENTERS, INC"
1706,899757,KONOVER PROPERTY TRUST INC
1707,899760,LCI INTERNATIONAL INC /VA/
1708,900096,ELCOM INTERNATIONAL INC
1709,900304,MARINER HEALTH GROUP INC
1710,900367,IVEX PACKAGING CORP /DE/
1711,900741,HAVEN BANCORP INC
1712,901118,PRIMADONNA RESORTS INC
1713,901138,BIG 5 CORP /CA/
1714,901491,PAPA JOHNS INTERNATIONAL INC
1715,901620,REXALL SUNDOWN INC
1716,902274,LIBBEY INC
1717,902276,MONDAVI ROBERT CORP
1718,902476,ABT BUILDING PRODUCTS CORP
1719,902739,"NBCUNIVERSAL MEDIA, LLC"
1720,903267,3TEC ENERGY CORP
1721,903275,PEOPLES CHOICE TV CORP
1722,903571,GOLDEN STAR RESOURCES LTD
1723,904080,STONE ENERGY CORP
1724,904101,JEFFBANKS INC
1725,904255,AIRTOUCH COMMUNICATIONS INC
1726,904892,RC ARBYS CORP
1727,904897,EMPLOYEE SOLUTIONS INC
1728,904900,BERG ELECTRONICS CORP /DE/
1729,904974,GREAT NORTHERN INSURED ANNUITY CORP
1730,904975,TITAN HOLDINGS INC
1731,904977,TRANSTEXAS GAS CORP
1732,904979,SHILOH INDUSTRIES INC
1733,905035,REGAL CINEMAS INC
1734,905036,SODEXHO MARRIOTT SERVICES INC
1735,905134,CROWN AMERICAN REALTY TRUST
1736,905401,CORT BUSINESS SERVICES CORP
1737,905894,VALCOR INC
1738,905897,NATIONAL GOLF PROPERTIES INC
1739,906195,FCB FINANCIAL CORP
1740,906247,MID OCEAN LTD
1741,906307,NUTRITIONAL SOURCING CORP
1742,906408,RFS HOTEL INVESTORS INC
1743,906419,GREENFIELD INDUSTRIES INC /DE/
1744,906422,PDV AMERICA INC
1745,906523,STANT CORP
1746,906527,LADY LUCK GAMING CORP
1747,906608,FIRST PALM BEACH BANCORP INC
1748,906611,DAL TILE INTERNATIONAL INC
1749,907077,URBAN SHOPPING CENTERS INC
1750,907471,META FINANCIAL GROUP INC
1751,908139,AMERICO LIFE INC
1752,908141,SWEETHEART HOLDINGS INC \DE\
1753,908311,CIM COMMERCIAL TRUST CORP
1754,908312,ARBOR HEALTH CARE CO /DE/
1755,908314,FIRST SOUTHEAST FINANCIAL CORP
1756,908612,SFX BROADCASTING INC
1757,908652,LANDRYS RESTAURANTS INC
1758,908985,LEVEL ONE COMMUNICATIONS INC /CA/
1759,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP
1760,909298,MID ATLANTIC REALTY TRUST
1761,909723,HOULIHANS RESTAURANT GROUP INC
1762,910032,PAIRGAIN TECHNOLOGIES INC /CA/
1763,910108,LEXINGTON REALTY TRUST
1764,910110,PENN AMERICA GROUP INC
1765,910468,MAXIM GROUP INC /
1766,910492,FIDELITY FEDERAL BANCORP
1767,910522,LEDGER CAPITAL CORP
1768,910562,ARM FINANCIAL GROUP INC
1769,910679,WVS FINANCIAL CORP
1770,910711,HARRIS CHEMICAL NORTH AMERICA INC
1771,910723,CARSON PIRIE SCOTT & CO /IL/
1772,910846,OASIS RESIDENTIAL INC
1773,911002,LODGENET INTERACTIVE CORP
1774,911004,FRIEDMANS INC
1775,911012,U S DIAGNOSTIC INC
1776,911033,VIRGINIA FIRST FINANCIAL CORP
1777,911522,GST TELECOMMUNICATIONS INC
1778,911535,AQUILA GAS PIPELINE CORP
1779,911536,AVALON PROPERTIES INC
1780,911562,SMITH BARNEY HOLDINGS INC
1781,911570,OXFORD RESOURCES CORP
1782,911631,TRIAD GUARANTY INC
1783,911636,SAFESKIN CORP
1784,911644,CROSSMANN COMMUNITIES INC
1785,911645,HORIZON GROUP INC
1786,911649,STANDARD DIVERSIFIED INC.
1787,911650,NAVARRE CORP /MN/
1788,911708,PRIME RETAIL INC/BD/
1789,912047,CHARTWELL RE CORP
1790,912080,JP REALTY INC
1791,912084,IRVINE APARTMENT COMMUNITIES INC
1792,912116,STORAGE USA INC
1793,912154,ALLIED LIFE FINANCIAL CORP
1794,912262,SPORTS AUTHORITY INC /DE/
1795,912365,EVERGREEN ENERGY INC
1796,912499,TEXAS BOTTLING GROUP INC
1797,912558,GRYPHON HOLDINGS INC
1798,912595,MID AMERICA APARTMENT COMMUNITIES INC.
1799,912600,ALUMAX INC
1800,912603,"SCHNITZER STEEL INDUSTRIES, INC."
1801,912610,CAPITAL SAVINGS BANCORP INC
1802,912752,SINCLAIR BROADCAST GROUP INC
1803,912893,CENTERPOINT PROPERTIES TRUST
1804,912952,ROBERDS INC
1805,913061,TV GUIDE INC
1806,913202,WESTERN NATIONAL CORP
1807,913267,CAMCO INTERNATIONAL INC
1808,913271,AMERICAN TELECASTING INC/DE/
1809,913280,WALDEN RESIDENTIAL PROPERTIES INC
1810,913292,CENTER TRUST INC
1811,913293,ALLIANCE SEMICONDUCTOR CORP /DE/
1812,913338,WHITE RIVER CORP
1813,913340,WESTERN ATLAS INC
1814,913357,FINANCIAL SECURITY ASSURANCE HOLDINGS LTD
1815,913360,AFC CABLE SYSTEMS INC
1816,913364,ABC NACO INC
1817,913590,CELLSTAR CORP
1818,913601,SECURITY CONNECTICUT CORP
1819,913602,COLUMBUS REALTY TRUST
1820,913665,TERRESTAR CORP
1821,913669,REPAP WISCONSIN INC
1822,913883,REPUBLIC ENGINEERED STEELS INC
1823,913912,GCR HOLDINGS LTD
1824,913958,TFC ENTERPRISES INC
1825,914022,HARVEYS CASINO RESORTS
1826,914069,EXECUTIVE RISK INC /DE/
1827,914144,HUGOTON ENERGY CORP
1828,914698,XYLAN CORP
1829,914749,CAI WIRELESS SYSTEMS INC
1830,914755,ILLINOVA CORP
1831,914761,CUMBERLAND FARMS INC
1832,914923,ANCHOR GAMING
1833,915277,CARNEGIE BANCORP
1834,915350,FORECAST GROUP LP
1835,915433,WHITE ROSE FOODS INC
1836,915509,BROOKS FIBER PROPERTIES INC
1837,915765,RELIANCE BANCORP INC
1838,915775,MCWHORTER TECHNOLOGIES INC /DE/
1839,915866,NMS COMMUNICATIONS CORP
1840,915901,INVERNESS MEDICAL TECHNOLOGY INC/DE
1841,916482,PERPETUAL MIDWEST FINANCIAL INC
1842,916484,GREAT FINANCIAL CORP
1843,916604,PERMANENT BANCORP INC
1844,916605,REDFED BANCORP INC
1845,916792,AES CHINA GENERATING CO LTD
1846,916837,LONG ISLAND BANCORP INC
1847,917193,KAYNAR TECHNOLOGIES INC
1848,917692,MCNAUGHTON APPAREL GROUP INC
1849,917707,HEARTLAND WIRELESS COMMUNICATIONS INC
1850,917711,COGENTRIX ENERGY INC
1851,917731,PACKAGED ICE INC
1852,918111,JUST FOR FEET INC
1853,918251,MOTORCAR PARTS AMERICA INC
1854,918252,VASTAR RESOURCES INC
1855,918358,WIRELESS ONE INC
1856,918581,CIBER INC
1857,918858,CAMERON ASHLEY BUILDING PRODUCTS INC
1858,918943,AFFILIATED NEWSPAPERS INVESTMENTS INC
1859,918944,MEDIANEWS GROUP INC
1860,918958,CRESCENT REAL ESTATE EQUITIES CO
1861,918962,POINDEXTER J B & CO INC
1862,918964,INTERNATIONAL TEXTILE GROUP INC
1863,919004,SMITH CHARLES E RESIDENTIAL REALTY INC
1864,919044,PALMER WIRELESS INC
1865,919465,BERRY PLASTICS CORP
1866,919553,HARBOR FEDERAL BANCORP INC
1867,919563,MOTIVEPOWER INDUSTRIES INC
1868,919740,MID CONTINENT BANCSHARES INC /KS/
1869,919864,NORTHWEST INDIANA BANCORP
1870,919942,PETRO STOPPING CENTERS L P
1871,919956,"DIVERSICARE HEALTHCARE SERVICES, INC."
1872,919957,COMCAST UK CABLE PARTNERS LTD
1873,919988,JAYHAWK ACCEPTANCE CORP
1874,920000,FORE SYSTEMS INC /DE/
1875,920033,BANK JOS A CLOTHIERS INC /DE/
1876,920042,VIDEO UPDATE INC
1877,920114,BEACON PROPERTIES CORP
1878,920321,"CENVEO, INC"
1879,920424,VIRTU ITG HOLDINGS LLC
1880,920604,OTTAWA FINANCIAL CORP
1881,920616,ML BANCORP INC
1882,920769,WESTERN OHIO FINANCIAL CORP
1883,920776,GROVE PROPERTY TRUST
1884,920865,BCB FINANCIAL SERVICES CORP /PA/
1885,920941,RED ROOF INNS INC
1886,920985,ABR INFORMATION SERVICES INC
1887,920986,TELEBANC FINANCIAL CORP
1888,921146,ASCEND COMMUNICATIONS INC
1889,921150,CASTECH ALUMINUM GROUP INC
1890,921435,BEDFORD BANCSHARES INC
1891,921549,TRICO MARINE SERVICES INC
1892,921623,PACIFICAMERICA MONEY CENTER INC
1893,921691,COLE KENNETH PRODUCTIONS INC
1894,921692,LAKEVIEW FINANCIAL CORP /NJ/
1895,921738,PENN NATIONAL GAMING INC
1896,921744,PARAGON GROUP INC
1897,921746,BANCORP CONNECTICUT INC
1898,921754,SANTA FE PACIFIC GOLD CORP
1899,921767,CAPSTONE CAPITAL CORP
1900,922036,ENTERPRISE FEDERAL BANCORP INC
1901,922358,FERRELLGAS PARTNERS L P
1902,922475,ITT EDUCATIONAL SERVICES INC
1903,922503,HISPANIC BROADCASTING CORP
1904,922812,AMERICAN HOMESTAR CORP
1905,922978,TREND LINES INC
1906,922980,THERATX INC /DE/
1907,923282,GEMSTAR TV GUIDE INTERNATIONAL INC
1908,923286,FALCON BUILDING PRODUCTS INC
1909,923410,PMT SERVICES INC /TN/
1910,923472,DOUBLETREE CORP
1911,923571,US XPRESS ENTERPRISES INC
1912,923687,SECURITY CAPITAL GROUP INC/
1913,924146,BIG FLOWER PRESS HOLDINGS INC /PRED/
1914,924174,CORAM HEALTHCARE CORP
1915,924285,FFVA FINANCIAL CORP
